0	5915,642
1	1553,1557
2	4206,4207
3	3866,4861
4	2538,3063
5	1756,2562
6	5548,5549
7	1854,3652
8	4457,4541
9	1369,155
10	3684,587
11	215,4622
12	48,607
13	1244,4095
14	3428,4408
15	625,7223
16	3898,3899
17	1062,1312
18	735,7760
19	4905,4906
20	589,604
21	2544,6508
22	1170,1172
23	2043,2815
24	4964,5050
25	1300,409
26	1746,1767
27	590,602
28	1965,296
29	1900,405
30	170,807
31	1133,1136
32	3633,5404
33	1220,224
34	112,1319
35	2059,294
36	113,3019
37	540,6261
38	1030,582
39	4128,5719
40	2766,517
41	196,2864
42	2665,2672
43	1657,1659
44	3730,744
45	2276,5697
46	290,3752
47	2365,4466
48	681,683
49	2791,2793
50	2404,7253
51	2172,2174
52	4211,968
53	3261,3265
54	3992,4424
55	185,3435
56	434,457
57	5279,5422
58	5293,7122
59	5760,5761
60	78,795
61	6304,6565
62	1311,2826
63	1820,2753
64	1717,642
65	78,938
66	1682,1811
67	1717,1784
68	3022,3035
69	2638,413
70	2075,3620
71	1526,5011
72	2438,2439
73	2673,2677
74	6439,7011
75	170,199
76	3425,3426
77	477,78
78	2120,7049
79	3414,3534
80	1765,846
81	2003,4651
82	1821,2005
83	417,4916
84	210,983
85	3337,3346
86	1584,807
87	3271,6180
88	5455,5461
89	5188,5191
90	644,6944
91	2691,5570
92	148,756
93	1716,273
94	3344,4838
95	1407,1413
96	2418,4841
97	5144,5146
98	4315,4653
99	4775,5321
100	465,472
101	3965,3969
102	1473,2227
103	1211,360
104	2343,6631
105	172,177
106	2432,6336
107	1434,512
108	1101,738
109	1191,3205
110	2033,5729
111	1849,1850
112	122,3073
113	1395,2463
114	227,229
115	476,7426
116	2647,5604
117	3831,4792
118	507,517
119	312,324
120	477,946
121	2003,7501
122	3934,3936
123	1728,667
124	1019,174
125	3055,3056
126	1522,294
127	2650,3059
128	3532,5676
129	3987,3990
130	170,1782
131	2334,2339
132	3101,3102
133	1366,3352
134	103,998
135	1324,4165
136	3378,6451
137	1213,1215
138	1958,399
139	4473,6670
140	105,109
141	2027,3831
142	116,446
143	1913,51
144	1661,6093
145	2387,6098
146	132,3147
147	3500,6777
148	251,508
149	1134,536
150	1942,4556
151	404,417
152	2877,82
153	1176,851
154	208,3179
155	3166,4420
156	3476,4050
157	349,5652
158	1468,399
159	1886,1887
160	4196,4979
161	2414,2432
162	185,6025
163	1097,582
164	2663,4967
165	107,1345
166	4820,5928
167	1279,1666
168	3456,3457
169	3436,3440
170	3823,4976
171	2885,2887
172	1960,4133
173	2155,2234
174	1932,462
175	2789,6011
176	2441,3818
177	5445,6072
178	5110,92
179	1414,5235
180	2910,3518
181	2719,5103
182	1231,1258
183	1326,2603
184	2483,566
185	2150,2160
186	1229,1264
187	2643,2776
188	3580,359
189	1581,5915
190	2334,2347
191	304,312
192	332,5422
193	2610,3164
194	5383,6736
195	3475,800
196	330,333
197	1160,1666
198	1078,551
199	1075,551
200	1762,2869
201	2937,4637
202	1024,1030
203	3970,3981
204	145,6923
205	5098,597
206	5903,5904
207	3281,3284
208	721,727
209	4732,566
210	1728,1743
211	2400,2798
212	3585,364
213	2516,3633
214	693,78
215	7651,7653
216	274,750
217	2645,329
218	2409,577
219	1905,3819
220	4556,761
221	1551,6847
222	1979,1983
223	5036,6962
224	1431,364
225	2649,859
226	1525,3199
227	1195,3192
228	161,340
229	5389,5390
