24884	12879	1.0
26079	14218	1.0
1360	19631	1.0
21280	18261	1.0
14196	13505	1.0
5559	13517	1.0
4375	22562	1.0
26064	12789	1.0
26857	8819	1.0
2114	10040	1.0
16916	7863	1.0
2817	3569	1.0
22590	12695	1.0
15776	25728	1.0
15128	1409	1.0
21757	5819	1.0
27621	5761	1.0
10263	3105	1.0
26314	22647	1.0
27624	16883	1.0
23948	583	1.0
14002	13450	1.0
14698	20851	1.0
10124	3941	1.0
27629	383	1.0
11275	16862	1.0
18726	20943	1.0
6158	16116	1.0
5701	19433	1.0
17597	23937	1.0
3330	572	1.0
13098	20627	1.0
20360	9189	1.0
249	4930	1.0
20677	27050	1.0
13024	4914	1.0
27641	26373	1.0
27642	4929	1.0
27643	17175	1.0
27644	19777	1.0
13384	26711	1.0
15576	3111	1.0
23293	3219	1.0
27648	4202	1.0
17142	18957	1.0
27650	8547	1.0
13462	8501	1.0
27652	17085	1.0
19346	12152	1.0
27654	2931	1.0
20704	2506	1.0
27656	2376	1.0
10962	9010	1.0
27658	26756	1.0
198	15520	1.0
27660	1610	1.0
16288	18182	1.0
27662	21452	1.0
19241	163	1.0
27664	7925	1.0
23629	20764	1.0
19201	17042	1.0
8045	14879	1.0
18613	2317	1.0
27017	9574	1.0
13608	19515	1.0
10175	27304	1.0
22027	2279	1.0
26638	20460	1.0
27674	828	1.0
6475	26868	1.0
8776	15909	1.0
27677	3218	1.0
348	10371	1.0
27679	7305	1.0
16499	9353	1.0
27681	3213	1.0
27682	23680	1.0
27683	15820	1.0
27684	14310	1.0
27685	21495	1.0
27686	1045	1.0
27687	16542	1.0
27688	16448	1.0
27689	9295	1.0
27690	18612	1.0
27691	9082	1.0
27692	26560	1.0
27693	8220	1.0
13495	4222	1.0
27695	2123	1.0
27696	19222	1.0
27697	12519	1.0
27698	22378	1.0
26722	10834	1.0
27700	24354	1.0
27701	22204	1.0
27702	12552	1.0
27703	7497	1.0
21367	925	1.0
11617	21822	1.0
14538	3869	1.0
24689	4181	1.0
11040	17651	1.0
19235	17621	1.0
17319	6712	1.0
9389	22722	1.0
17081	11945	1.0
23730	137	1.0
22616	10668	1.0
6756	7790	1.0
11498	17506	1.0
2882	9246	1.0
19041	26203	1.0
17490	18513	1.0
7697	9215	1.0
11586	15698	1.0
9794	24304	1.0
27723	3519	1.0
10664	14918	1.0
22233	12607	1.0
8209	1579	1.0
19952	5012	1.0
14427	915	1.0
16444	2407	1.0
9069	13056	1.0
24015	11518	1.0
16570	2649	1.0
1734	8908	1.0
14302	3069	1.0
8417	18999	1.0
26297	19039	1.0
6847	20102	1.0
27738	12913	1.0
27739	5875	1.0
27740	2641	1.0
17117	896	1.0
5038	26812	1.0
2695	23141	1.0
19602	1303	1.0
26761	8020	1.0
26554	503	1.0
6157	5551	1.0
11563	11663	1.0
23083	23333	1.0
18486	9855	1.0
27751	20608	1.0
27752	10672	1.0
3086	20448	1.0
10348	21451	1.0
12432	14387	1.0
11757	22218	1.0
10463	8502	1.0
20188	13005	1.0
17810	26014	1.0
27760	5632	1.0
1840	11778	1.0
18469	14714	1.0
5666	12728	1.0
5130	25165	1.0
9118	7138	1.0
27766	10601	1.0
1257	22543	1.0
2207	22971	1.0
22418	21411	1.0
16309	7815	1.0
3987	935	1.0
19003	11842	1.0
15835	26545	1.0
7275	20047	1.0
8199	15310	1.0
20335	14652	1.0
12358	26026	1.0
18277	11820	1.0
8078	6774	1.0
9137	21218	1.0
16227	525	1.0
27782	9414	1.0
4151	15849	1.0
15264	23603	1.0
9133	9839	1.0
13411	20620	1.0
17482	13468	1.0
22674	573	1.0
5552	20752	1.0
8405	3255	1.0
27054	12703	1.0
7026	14122	1.0
26596	5786	1.0
4316	8589	1.0
13081	26435	1.0
3703	9853	1.0
16245	4698	1.0
11980	25342	1.0
21770	7499	1.0
13137	27476	1.0
19353	12179	1.0
10552	21462	1.0
5225	10605	1.0
12486	6210	1.0
7089	17449	1.0
14193	24688	1.0
17722	3196	1.0
2793	6113	1.0
6378	9648	1.0
6570	23156	1.0
18979	26155	1.0
27812	6913	1.0
17867	24939	1.0
5260	9361	1.0
18162	7476	1.0
23345	13559	1.0
15671	16024	1.0
2446	23151	1.0
21073	20090	1.0
2935	9608	1.0
27472	15130	1.0
27822	23249	1.0
20246	5493	1.0
19693	9642	1.0
16153	18075	1.0
9163	11181	1.0
9227	17132	1.0
19410	12976	1.0
7569	850	1.0
16706	23912	1.0
21580	1121	1.0
3579	6278	1.0
27833	20860	1.0
268	16766	1.0
7439	13050	1.0
2419	21137	1.0
11137	21325	1.0
27326	19139	1.0
15587	17106	1.0
22746	9995	1.0
25401	12054	1.0
24036	9694	1.0
13531	221	1.0
2773	17018	1.0
21449	7170	1.0
22424	887	1.0
16239	16139	1.0
5355	12430	1.0
27849	7858	1.0
27048	5397	1.0
13562	8256	1.0
10159	23405	1.0
24583	21947	1.0
21034	10158	1.0
27855	18650	1.0
27856	25388	1.0
27857	19219	1.0
27199	16200	1.0
27859	12720	1.0
27860	9939	1.0
27858	25607	1.0
8641	12738	1.0
27863	5766	1.0
27864	9170	1.0
7561	1061	1.0
27866	6298	1.0
23842	4443	1.0
26712	6765	1.0
10692	7015	1.0
23685	4955	1.0
24638	4137	1.0
11691	27005	1.0
2778	17078	1.0
24399	26855	1.0
21497	26741	1.0
